label,waveform_gate_decision,candidate_wav,review,source_report,human_decision,notes
3s_natural_asr_cos_rsqrt,needs_listening,outputs/f0_source_listening/m2_air_3s_source_body/3s_natural_asr_cos_rsqrt/wav/3s_natural_asr_cos_rsqrt_candidate.wav,outputs/f0_source_listening/m2_air_3s_source_body/3s_natural_asr_cos_rsqrt/listening_review.md,outputs/f0_noise_exact_shape/3s_natural_asr_cos_rsqrt/report_f0_noise_exact_3s_m2_air.json,,
3s_padded_native_in_ios17_nopal_cos_rsqrt_cos_rsqrt_native_in,needs_listening,outputs/f0_source_listening/m2_air_3s_source_body/3s_padded_native_in_ios17_nopal_cos_rsqrt_cos_rsqrt_native_in/wav/3s_padded_native_in_ios17_nopal_cos_rsqrt_cos_rsqrt_native_in_candidate.wav,outputs/f0_source_listening/m2_air_3s_source_body/3s_padded_native_in_ios17_nopal_cos_rsqrt_cos_rsqrt_native_in/listening_review.md,outputs/f0_noise_exact_shape/3s_padded_native_in_ios17_nopal_cos_rsqrt_cos_rsqrt_native_in/report_native_in_ios17_nopal_m2_air.json,,
